"id","car_model_id","name","year_begin","year_end","created_at","updated_at"
"1033","960","Kia Sorento I Рестайлинг","2006","2011",NULL,NULL
"1034","960","Kia Sorento I","2002","2006",NULL,NULL
"1035","961","Kia Soul II","2013",NULL,NULL,NULL
"1036","961","Kia Soul I","2009",NULL,NULL,NULL
"1037","963","Kia Sportage III Рестайлинг","2014",NULL,NULL,NULL
"1038","963","Kia Sportage III","2010","2014",NULL,NULL
"1039","963","Kia Sportage II","2004","2010",NULL,NULL
"1040","963","Kia Sportage I","1993","2006",NULL,NULL
"1043","977","Lamborghini Gallardo I Рестайлинг","2007","2013",NULL,NULL
"1044","977","Lamborghini Gallardo I","2003","2007",NULL,NULL
"1048","990","Lancia Delta III (844)","2008",NULL,NULL,NULL
"1049","990","Lancia Delta II (836)","1993","1999",NULL,NULL
"1050","990","Lancia Delta I (831)","1979","1994",NULL,NULL
"1054","1000","Lancia Thema II","2011",NULL,NULL,NULL
"1055","1000","Lancia Thema I","1984","1994",NULL,NULL
"1056","1004","Lancia Ypsilon III (Type 846)","2011",NULL,NULL,NULL
"1057","1004","Lancia Ypsilon II (Type 843)","2003","2011",NULL,NULL
"1058","1004","Lancia Ypsilon I (Type 840)","1996","2003",NULL,NULL
"1060","1007","Land Rover Discovery IV","2009",NULL,NULL,NULL
"1061","1007","Land Rover Discovery III","2004","2009",NULL,NULL
"1062","1007","Land Rover Discovery II","1998","2004",NULL,NULL
"1063","1007","Land Rover Discovery I","1989","1998",NULL,NULL
"1064","1008","Land Rover Freelander II Рестайлинг 2","2012",NULL,NULL,NULL
"1065","1008","Land Rover Freelander II Рестайлинг","2010","2012",NULL,NULL
"1066","1008","Land Rover Freelander II","2006","2010",NULL,NULL
"1067","1008","Land Rover Freelander I","1998","2006",NULL,NULL
"1069","1010","Land Rover Range Rover IV","2012",NULL,NULL,NULL
"1070","1010","Land Rover Range Rover III","2002","2012",NULL,NULL
"1071","1010","Land Rover Range Rover II","1994","2002",NULL,NULL
"1072","1010","Land Rover Range Rover I","1970","1996",NULL,NULL
"1073","1011","Land Rover Range Rover Sport II","2013",NULL,NULL,NULL
"1074","1011","Land Rover Range Rover Sport I Рестайлинг","2009","2013",NULL,NULL
"1075","1011","Land Rover Range Rover Sport I","2005","2009",NULL,NULL
"1076","1019","Lexus CT I Рестайлинг","2014",NULL,NULL,NULL
"1077","1019","Lexus CT I","2010","2014",NULL,NULL
"1078","1020","Lexus ES VI","2012",NULL,NULL,NULL
"1079","1020","Lexus ES V","2006","2012",NULL,NULL
"1080","1020","Lexus ES IV","2001","2006",NULL,NULL
"1081","1020","Lexus ES III","1996","2001",NULL,NULL
"1082","1020","Lexus ES II","1991","1996",NULL,NULL
"1083","1020","Lexus ES I","1989","1991",NULL,NULL
"1084","1021","Lexus GS IV","2012",NULL,NULL,NULL
"1085","1021","Lexus GS III","2004","2012",NULL,NULL
"1086","1021","Lexus GS II","1997","2004",NULL,NULL
"1087","1021","Lexus GS I","1993","1997",NULL,NULL
"1088","1022","Lexus GX II Рестайлинг","2013",NULL,NULL,NULL
"1089","1022","Lexus GX II","2009","2013",NULL,NULL
"1090","1022","Lexus GX I","2002","2009",NULL,NULL
"1091","1023","Lexus HS I Рестайлинг","2012",NULL,NULL,NULL
"1092","1023","Lexus HS I","2009","2012",NULL,NULL
"1093","1024","Lexus IS III","2013",NULL,NULL,NULL
"1094","1024","Lexus IS II","2005","2014",NULL,NULL
"1095","1024","Lexus IS I","1998","2005",NULL,NULL
"1096","1026","Lexus LS IV Рестайлинг","2012",NULL,NULL,NULL
"1097","1026","Lexus LS IV","2006","2012",NULL,NULL
"1098","1026","Lexus LS III","2000","2006",NULL,NULL
"1099","1026","Lexus LS II","1994","2000",NULL,NULL
"1100","1026","Lexus LS I","1989","1994",NULL,NULL
"1101","1027","Lexus LX III Рестайлинг","2012",NULL,NULL,NULL
"1102","1027","Lexus LX III","2007","2012",NULL,NULL
"1103","1027","Lexus LX II","1998","2007",NULL,NULL
"1104","1027","Lexus LX I","1995","1998",NULL,NULL
"1105","1029","Lexus RX III Рестайлинг","2012",NULL,NULL,NULL
"1106","1029","Lexus RX III","2009","2012",NULL,NULL
"1107","1029","Lexus RX II","2003","2009",NULL,NULL
"1108","1029","Lexus RX I","1997","2003",NULL,NULL
"1109","1030","Lexus SC II","2001","2010",NULL,NULL
"1110","1030","Lexus SC I","1991","2001",NULL,NULL
"1112","1038","Lincoln Continental Continental IX","1995","2002",NULL,NULL
"1113","1038","Lincoln Continental Continental VIII","1988","1994",NULL,NULL
"1114","1039","Lincoln LS I Рестайлинг","2003","2006",NULL,NULL
"1115","1039","Lincoln LS I","1999","2002",NULL,NULL
"1116","1046","Lincoln MKX I Рестайлинг","2011",NULL,NULL,NULL
"1117","1046","Lincoln MKX I","2006","2011",NULL,NULL
"1118","1047","Lincoln MKZ II","2013",NULL,NULL,NULL
"1119","1047","Lincoln MKZ I (Zephyr)","2006","2012",NULL,NULL
"1120","1048","Lincoln Navigator III","2006","2013",NULL,NULL
"1121","1048","Lincoln Navigator II","2002","2006",NULL,NULL
"1122","1048","Lincoln Navigator I","1997","2003",NULL,NULL
"1123","1049","Lincoln Town Car III","1998","2011",NULL,NULL
"1124","1049","Lincoln Town Car II","1989","1997",NULL,NULL
"1125","1049","Lincoln Town Car I","1980","1989",NULL,NULL
"1126","1053","Lotus Elise II Рестайлинг","2010",NULL,NULL,NULL
"1127","1053","Lotus Elise II","2000","2010",NULL,NULL
"1128","1053","Lotus Elise I","1995","2000",NULL,NULL
"1129","1055","Lotus Esprit V","1993","2004",NULL,NULL
"1130","1055","Lotus Esprit IV","1987","1993",NULL,NULL
"1131","1055","Lotus Esprit III","1981","1987",NULL,NULL
"1132","1055","Lotus Esprit II","1978","1981",NULL,NULL
"1133","1055","Lotus Esprit I","1976","1979",NULL,NULL
"1134","1060","Lotus Exige III","2006","2007",NULL,NULL
"1135","1060","Lotus Exige II","2004","2007",NULL,NULL
"1136","1060","Lotus Exige I","2001","2004",NULL,NULL
"1137","1061","LTI TX II","2002",NULL,NULL,NULL
"1138","1061","LTI TX I","1998","2002",NULL,NULL
"1140","1076","Mahindra Verito I Рестайлинг","2012",NULL,NULL,NULL
"1141","1076","Mahindra Verito I","2011","2012",NULL,NULL
"1148","1106","Maserati Ghibli III","2013",NULL,NULL,NULL
"1149","1106","Maserati Ghibli II","1992","1997",NULL,NULL
"1151","1115","Maserati Quattroporte VI","2012",NULL,NULL,NULL
"1152","1115","Maserati Quattroporte V","2003","2012",NULL,NULL
"1153","1115","Maserati Quattroporte IV","1994","2000",NULL,NULL
"1154","1115","Maserati Quattroporte III","1976","1989",NULL,NULL
"1156","1121","Mazda 121 III","1996","2002",NULL,NULL
"1157","1121","Mazda 121 II","1990","1996",NULL,NULL
"1158","1121","Mazda 121 I","1987","1990",NULL,NULL
"1159","1123","Mazda 2 II Рестайлинг (DE2)","2010",NULL,NULL,NULL
"1160","1123","Mazda 2 II (DE)","2007","2010",NULL,NULL
"1161","1123","Mazda 2 I (DY)","2003","2007",NULL,NULL
"1162","1124","Mazda 3 III","2013",NULL,NULL,NULL
"1163","1124","Mazda 3 II (BL)","2009","2013",NULL,NULL
"1164","1124","Mazda 3 I (BK)","2003","2009",NULL,NULL
"1165","1125","Mazda 323 VI (BJ)","1998","2003",NULL,NULL
"1166","1125","Mazda 323 V (BA)","1994","1998",NULL,NULL
"1167","1125","Mazda 323 IV (BG)","1989","1995",NULL,NULL
"1168","1125","Mazda 323 III (BF)","1985","1993",NULL,NULL
"1169","1125","Mazda 323 II (BD)","1980","1986",NULL,NULL
"1170","1125","Mazda 323 I (FA)","1977","1986",NULL,NULL
"1171","1126","Mazda 5 II (CW)","2010",NULL,NULL,NULL
"1172","1126","Mazda 5 I (CR)","2005","2010",NULL,NULL
"1173","1127","Mazda 6 III","2012",NULL,NULL,NULL
"1174","1127","Mazda 6 II (GH)","2007","2013",NULL,NULL
"1175","1127","Mazda 6 I (GG)","2002","2008",NULL,NULL
"1176","1129","Mazda 626 V (GF)","1997","2002",NULL,NULL
"1177","1129","Mazda 626 IV (GE)","1991","1998",NULL,NULL
"1178","1129","Mazda 626 III (GD)","1987","1996",NULL,NULL
"1179","1129","Mazda 626 II (GC)","1982","1987",NULL,NULL
"1180","1129","Mazda 626 I (CB)","1979","1982",NULL,NULL
"1181","1131","Mazda 929 III (HC)","1988","1996",NULL,NULL
"1182","1131","Mazda 929 II (HB)","1982","1987",NULL,NULL
"1183","1131","Mazda 929 I (LA)","1979","1986",NULL,NULL
"1185","1133","Mazda Axela III","2013",NULL,NULL,NULL
"1186","1133","Mazda Axela II","2009","2013",NULL,NULL
"1187","1133","Mazda Axela I","2003","2009",NULL,NULL
"1188","1137","Mazda B-series V","1997","2006",NULL,NULL
"1189","1137","Mazda B-series IV","1985","1998",NULL,NULL
"1190","1140","Mazda Bongo IV","1999",NULL,NULL,NULL
"1191","1140","Mazda Bongo III","1990","1994",NULL,NULL
"1192","1142","Mazda Capella VI","1997","2002",NULL,NULL
"1193","1142","Mazda Capella V","1994","1997",NULL,NULL
"1194","1142","Mazda Capella IV","1988","1997",NULL,NULL
"1195","1143","Mazda Carol VI","2009",NULL,NULL,NULL
"1196","1143","Mazda Carol V","2004","2009",NULL,NULL
"1197","1143","Mazda Carol IV","1998","2003",NULL,NULL
"1198","1143","Mazda Carol III","1989","1998",NULL,NULL
"1199","1147","Mazda CX-9 I Рестайлинг","2012",NULL,NULL,NULL
"1200","1147","Mazda CX-9 I","2007","2012",NULL,NULL
"1201","1148","Mazda Demio III (DE)","2007",NULL,NULL,NULL
"1202","1148","Mazda Demio II (DY)","2002","2007",NULL,NULL
"1203","1148","Mazda Demio I (DW)","1997","2003",NULL,NULL
"1204","1156","Mazda Familia VIII (BJ)","1998","2004",NULL,NULL
"1205","1156","Mazda Familia VII (BH)","1994","1998",NULL,NULL
"1206","1156","Mazda Familia VI (BG)","1989","1994",NULL,NULL
"1207","1159","Mazda Luce V","1986","1991",NULL,NULL
"1208","1159","Mazda Luce III","1977","1981",NULL,NULL
"1209","1161","Mazda MPV III (LY)","2006",NULL,NULL,NULL
"1210","1161","Mazda MPV II (LW)","1999","2006",NULL,NULL
"1211","1161","Mazda MPV I (LV)","1990","1999",NULL,NULL
"1212","1163","Mazda MX-5 III (NC) Рестайлинг","2008",NULL,NULL,NULL
"1213","1163","Mazda MX-5 III (NC)","2005","2008",NULL,NULL
"1214","1163","Mazda MX-5 II (NB)","1998","2005",NULL,NULL
"1215","1163","Mazda MX-5 I (NA)","1990","1998",NULL,NULL
"1216","1167","Mazda Premacy III (CW)","2010",NULL,NULL,NULL
"1217","1167","Mazda Premacy II (CR)","2005","2010",NULL,NULL
"1218","1167","Mazda Premacy I (CP)","1999","2004",NULL,NULL
"1219","1168","Mazda Proceed Levante II","1997","2005",NULL,NULL
"1220","1168","Mazda Proceed Levante I","1988","1997",NULL,NULL
"1221","1170","Mazda Protege III (BJ)","1998","2004",NULL,NULL
"1222","1170","Mazda Protege II (BH)","1994","1999",NULL,NULL
"1223","1172","Mazda Roadster III (NC)","2005",NULL,NULL,NULL
"1224","1172","Mazda Roadster II (NB)","1998","2005",NULL,NULL
"1225","1173","Mazda RX-7 III (FD)","1992","2002",NULL,NULL
"1226","1173","Mazda RX-7 II (FC)","1985","1991",NULL,NULL
"1227","1173","Mazda RX-7 I (SA)","1979","1986",NULL,NULL
"1228","1176","Mazda Sentia II (HE)","1995","2000",NULL,NULL
"1229","1176","Mazda Sentia I (HD)","1991","1995",NULL,NULL
"1230","1178","Mazda Tribute II","2007","2011",NULL,NULL
"1231","1178","Mazda Tribute I","2000","2007",NULL,NULL
"1233","1187","Mercedes-Benz A-klasse III (W176)","2012",NULL,NULL,NULL
"1234","1187","Mercedes-Benz A-klasse II (W169)","2004","2012",NULL,NULL
"1235","1187","Mercedes-Benz A-klasse I (W168)","1997","2004",NULL,NULL
"1236","1188","Mercedes-Benz B-klasse II (W246)","2011",NULL,NULL,NULL
"1237","1188","Mercedes-Benz B-klasse I (W245) Рестайлинг","2008","2011",NULL,NULL
"1238","1188","Mercedes-Benz B-klasse I (W245)","2005","2009",NULL,NULL
"1239","1189","Mercedes-Benz C-klasse IV (W205)","2014",NULL,NULL,NULL
"1240","1189","Mercedes-Benz C-klasse III (W204) Рестайлинг","2011",NULL,NULL,NULL
"1241","1189","Mercedes-Benz C-klasse III (W204)","2006","2011",NULL,NULL
"1242","1189","Mercedes-Benz C-klasse II (W203)","2000","2007",NULL,NULL
"1243","1189","Mercedes-Benz C-klasse I (W202)","1993","2000",NULL,NULL
"1244","1191","Mercedes-Benz CL-klasse III (C216) Рестайлинг","2010",NULL,NULL,NULL
"1245","1191","Mercedes-Benz CL-klasse III (C216)","2006","2010",NULL,NULL
"1246","1191","Mercedes-Benz CL-klasse II (C215)","1999","2006",NULL,NULL
"1247","1191","Mercedes-Benz CL-klasse I (C140)","1992","2000",NULL,NULL
"1248","1194","Mercedes-Benz CLK-klasse II (W209)","2002","2010",NULL,NULL
"1249","1194","Mercedes-Benz CLK-klasse I (W208)","1997","2003",NULL,NULL
"1250","1195","Mercedes-Benz CLS-klasse II (W218)","2011",NULL,NULL,NULL
"1251","1195","Mercedes-Benz CLS-klasse I (C219)","2004","2010",NULL,NULL
"1252","1196","Mercedes-Benz E-klasse IV (W212, S212, C207) Рестайлинг","2013",NULL,NULL,NULL
"1253","1196","Mercedes-Benz E-klasse IV (W212, S212, C207)","2009","2013",NULL,NULL
"1254","1196","Mercedes-Benz E-klasse III (W211, S211)","2002","2009",NULL,NULL
"1255","1196","Mercedes-Benz E-klasse II (W210, S210)","1995","2003",NULL,NULL
"1256","1196","Mercedes-Benz E-klasse I (W124)","1992","1996",NULL,NULL
"1257","1197","Mercedes-Benz G-klasse II (W463) Рестайлинг II","2012",NULL,NULL,NULL
"1258","1197","Mercedes-Benz G-klasse II (W463) Рестайлинг I","2008","2012",NULL,NULL
"1259","1197","Mercedes-Benz G-klasse II (W463)","1989","2008",NULL,NULL
"1260","1197","Mercedes-Benz G-klasse I (W460; W461)","1979",NULL,NULL,NULL
"1261","1198","Mercedes-Benz GL-klasse II (X166)","2012",NULL,NULL,NULL
"1262","1198","Mercedes-Benz GL-klasse I (X164)","2006","2012",NULL,NULL
"1263","1200","Mercedes-Benz GLK-klasse I (X204) Рестайлинг","2012",NULL,NULL,NULL
"1264","1200","Mercedes-Benz GLK-klasse I (X204)","2008","2012",NULL,NULL
"1265","1201","Mercedes-Benz M-klasse III (W166)","2011",NULL,NULL,NULL
"1266","1201","Mercedes-Benz M-klasse II (W164)","2005","2011",NULL,NULL
"1267","1201","Mercedes-Benz M-klasse I (W163)","1997","2005",NULL,NULL
"1268","1202","Mercedes-Benz R-klasse I Рестайлинг","2010",NULL,NULL,NULL
"1269","1202","Mercedes-Benz R-klasse I","2005","2009",NULL,NULL
"1270","1203","Mercedes-Benz S-klasse VI (W222, C217)","2013",NULL,NULL,NULL
"1271","1203","Mercedes-Benz S-klasse V (W221) Рестайлинг","2009","2013",NULL,NULL
"1272","1203","Mercedes-Benz S-klasse V (W221)","2005","2009",NULL,NULL
"1273","1203","Mercedes-Benz S-klasse IV (W220)","1998","2005",NULL,NULL
"1274","1203","Mercedes-Benz S-klasse III (W140)","1991","2000",NULL,NULL
"1275","1203","Mercedes-Benz S-klasse II (W126)","1979","1991",NULL,NULL
"1276","1203","Mercedes-Benz S-klasse I (W116)","1972","1980",NULL,NULL
"1277","1204","Mercedes-Benz SL-klasse VI (R231)","2011",NULL,NULL,NULL
"1278","1204","Mercedes-Benz SL-klasse V Рестайлинг (R230 FL)","2008","2011",NULL,NULL
"1279","1204","Mercedes-Benz SL-klasse V (R230)","2001","2008",NULL,NULL
"1280","1204","Mercedes-Benz SL-klasse IV (R129)","1989","2000",NULL,NULL
"1281","1204","Mercedes-Benz SL-klasse III (R107)","1971","1989",NULL,NULL
"1282","1205","Mercedes-Benz SLK-klasse III (R172)","2011",NULL,NULL,NULL
"1283","1205","Mercedes-Benz SLK-klasse II (R171)","2004","2011",NULL,NULL
"1284","1205","Mercedes-Benz SLK-klasse I (R170)","1996","2004",NULL,NULL
"1287","1208","Mercedes-Benz V-classe II","2014",NULL,NULL,NULL
"1289","1210","Mercedes-Benz Viano I (W639) Рестайлинг","2010",NULL,NULL,NULL
"1290","1210","Mercedes-Benz Viano I (W639)","2003","2010",NULL,NULL
"1294","1216","Mercury Cougar VIII","1998","2002",NULL,NULL
"1295","1216","Mercury Cougar VII","1989","1997",NULL,NULL
"1296","1216","Mercury Cougar VI","1983","1988",NULL,NULL
"1297","1216","Mercury Cougar V","1980","1982",NULL,NULL
"1298","1216","Mercury Cougar IV","1977","1979",NULL,NULL
"1299","1217","Mercury Grand Marquis IV","2003","2011",NULL,NULL
"1300","1217","Mercury Grand Marquis III","1997","2002",NULL,NULL
"1301","1217","Mercury Grand Marquis II","1991","1997",NULL,NULL
"1302","1217","Mercury Grand Marquis I","1983","1991",NULL,NULL
"1304","1219","Mercury Mariner II","2008","2011",NULL,NULL
"1305","1219","Mercury Mariner I","2005","2008",NULL,NULL
"1307","1224","Mercury Mountaineer III","2006","2010",NULL,NULL
"1308","1224","Mercury Mountaineer II","2001","2006",NULL,NULL
"1309","1224","Mercury Mountaineer I","1997","2001",NULL,NULL
"1310","1226","Mercury Sable V","2008","2009",NULL,NULL
"1311","1226","Mercury Sable IV","2000","2005",NULL,NULL
"1312","1226","Mercury Sable III","1996","1999",NULL,NULL
"1313","1226","Mercury Sable II","1992","1995",NULL,NULL
"1314","1226","Mercury Sable I","1986","1991",NULL,NULL
"1315","1227","Mercury Topaz II","1988","1994",NULL,NULL
"1316","1227","Mercury Topaz I","1983","1988",NULL,NULL
"1318","1229","Mercury Villager II","1998","2002",NULL,NULL
"1319","1229","Mercury Villager I","1992","1998",NULL,NULL
"1325","1255","Mini Cabrio II","2009",NULL,NULL,NULL
"1326","1255","Mini Cabrio I","2005","2008",NULL,NULL
"1327","1260","Mini Hatch II Рестайлинг","2010","2014",NULL,NULL
"1328","1260","Mini Hatch II","2006","2010",NULL,NULL
"1329","1260","Mini Hatch I","2001","2006",NULL,NULL
"1331","1266","Mitsubishi ASX I Рестайлинг","2012",NULL,NULL,NULL
"1332","1266","Mitsubishi ASX I","2010","2012",NULL,NULL
"1334","1270","Mitsubishi Chariot III","1997","2003",NULL,NULL
"1335","1270","Mitsubishi Chariot II","1991","1997",NULL,NULL
"1336","1271","Mitsubishi Colt VII","2004","2012",NULL,NULL
"1337","1271","Mitsubishi Colt VI","1995","2003",NULL,NULL
"1338","1271","Mitsubishi Colt V","1991","1996",NULL,NULL
"1339","1271","Mitsubishi Colt IV","1987","1992",NULL,NULL
"1340","1271","Mitsubishi Colt III","1983","1987",NULL,NULL
"1341","1271","Mitsubishi Colt II","1978","1984",NULL,NULL
"1342","1274","Mitsubishi Delica V","2007",NULL,NULL,NULL
"1343","1274","Mitsubishi Delica IV","1993","2006",NULL,NULL
"1344","1274","Mitsubishi Delica III","1986","1993",NULL,NULL
"1345","1275","Mitsubishi Diamante II","1996","2005",NULL,NULL
"1346","1275","Mitsubishi Diamante I","1991","1996",NULL,NULL
"1347","1278","Mitsubishi Eclipse IV","2006","2011",NULL,NULL
"1348","1278","Mitsubishi Eclipse III","1999","2006",NULL,NULL
"1349","1278","Mitsubishi Eclipse II","1995","1999",NULL,NULL
"1350","1278","Mitsubishi Eclipse I","1990","1995",NULL,NULL
"1351","1282","Mitsubishi Eterna VII","1992","1996",NULL,NULL
"1352","1282","Mitsubishi Eterna VI","1989","1992",NULL,NULL
"1353","1284","Mitsubishi Galant IX","2003","2012",NULL,NULL
"1354","1284","Mitsubishi Galant VIII","1996","2006",NULL,NULL
"1355","1284","Mitsubishi Galant VII","1992","1998",NULL,NULL
"1356","1284","Mitsubishi Galant VI","1987","1992",NULL,NULL
"1357","1284","Mitsubishi Galant V","1983","1989",NULL,NULL
"1358","1284","Mitsubishi Galant IV","1980","1984",NULL,NULL
"1359","1284","Mitsubishi Galant III","1976","1980",NULL,NULL
"1360","1290","Mitsubishi L200 IV","2006",NULL,NULL,NULL
"1361","1290","Mitsubishi L200 III","1996","2006",NULL,NULL
"1362","1292","Mitsubishi Lancer Evolution X","2007",NULL,NULL,NULL
"1363","1292","Mitsubishi Lancer Evolution IX","2005","2007",NULL,NULL
"1364","1292","Mitsubishi Lancer Evolution VIII","2003","2006",NULL,NULL
"1365","1292","Mitsubishi Lancer Evolution VII","2001","2003",NULL,NULL
"1366","1292","Mitsubishi Lancer Evolution V","1998","1999",NULL,NULL
"1367","1292","Mitsubishi Lancer Evolution VI","1996","2001",NULL,NULL
"1368","1292","Mitsubishi Lancer Evolution IV","1996","1998",NULL,NULL
"1369","1292","Mitsubishi Lancer Evolution III","1995","1996",NULL,NULL
"1370","1292","Mitsubishi Lancer Evolution II","1994","1995",NULL,NULL
"1371","1292","Mitsubishi Lancer Evolution I","1992","1994",NULL,NULL
"1372","1293","Mitsubishi Lancer X Рестайлинг (9е)","2011",NULL,NULL,NULL
"1373","1293","Mitsubishi Lancer X (9е-поколение)","2007","2010",NULL,NULL
"1374","1293","Mitsubishi Lancer IX (8е-поколение)","2000","2010",NULL,NULL
"1375","1293","Mitsubishi Lancer VII","1995","2000",NULL,NULL
"1376","1293","Mitsubishi Lancer VI","1991","2000",NULL,NULL
"1377","1293","Mitsubishi Lancer V","1988","1994",NULL,NULL
"1378","1293","Mitsubishi Lancer IV","1983","1992",NULL,NULL
"1379","1293","Mitsubishi Lancer III","1982","1983",NULL,NULL
"1380","1293","Mitsubishi Lancer II","1979","1987",NULL,NULL
"1381","1293","Mitsubishi Lancer I","1973","1981",NULL,NULL
"1382","1296","Mitsubishi Minica VIII","1999","2011",NULL,NULL
"1383","1296","Mitsubishi Minica VII","1993","1999",NULL,NULL
"1384","1296","Mitsubishi Minica VI","1989","1993",NULL,NULL
"1385","1297","Mitsubishi Mirage V","1995","2003",NULL,NULL
"1386","1297","Mitsubishi Mirage IV","1991","1995",NULL,NULL
"1387","1297","Mitsubishi Mirage III","1987","1992",NULL,NULL
"1388","1298","Mitsubishi Montero IV","2006",NULL,NULL,NULL
"1389","1298","Mitsubishi Montero III","2000","2006",NULL,NULL
"1390","1298","Mitsubishi Montero II","1990","2000",NULL,NULL
"1391","1298","Mitsubishi Montero I","1982","1991",NULL,NULL
"1392","1300","Mitsubishi Outlander III Рестайлинг","2014",NULL,NULL,NULL
"1393","1300","Mitsubishi Outlander III","2012",NULL,NULL,NULL
"1394","1300","Mitsubishi Outlander II","2006","2012",NULL,NULL
"1395","1300","Mitsubishi Outlander I","2003","2008",NULL,NULL
"1396","1301","Mitsubishi Pajero IV","2006",NULL,NULL,NULL
"1397","1301","Mitsubishi Pajero III","2000","2006",NULL,NULL
"1398","1301","Mitsubishi Pajero II","1990","2004",NULL,NULL
"1399","1301","Mitsubishi Pajero I","1982","1991",NULL,NULL
"1401","1304","Mitsubishi Pajero Mini II","1998","2012",NULL,NULL
"1402","1304","Mitsubishi Pajero Mini I","1994","1998",NULL,NULL
"1404","1306","Mitsubishi Pajero Sport II","2008",NULL,NULL,NULL
"1405","1306","Mitsubishi Pajero Sport I","1998","2008",NULL,NULL
"1406","1310","Mitsubishi RVR III","2010",NULL,NULL,NULL
"1407","1310","Mitsubishi RVR II","1997","2002",NULL,NULL
"1408","1310","Mitsubishi RVR I","1992","1997",NULL,NULL
"1409","1311","Mitsubishi Sapporo II","1987","1990",NULL,NULL
"1410","1311","Mitsubishi Sapporo I","1978","1984",NULL,NULL
"1412","1314","Mitsubishi Space Runner II","1999","2002",NULL,NULL
"1413","1314","Mitsubishi Space Runner I","1991","1999",NULL,NULL
"1414","1316","Mitsubishi Space Wagon III","1998","2004",NULL,NULL
"1415","1316","Mitsubishi Space Wagon II","1991","1998",NULL,NULL
"1416","1316","Mitsubishi Space Wagon I","1984","1991",NULL,NULL
"1417","1318","Mitsubishi Toppo II","2000","2004",NULL,NULL
"1418","1318","Mitsubishi Toppo I","1990","1999",NULL,NULL
"1419","1322","Mitsuoka Galue III","2005",NULL,NULL,NULL
"1420","1322","Mitsuoka Galue II","1999","2004",NULL,NULL
"1421","1322","Mitsuoka Galue I","1998","2002",NULL,NULL
"1422","1328","Mitsuoka Nouera II (6-02)","2008",NULL,NULL,NULL
"1423","1328","Mitsuoka Nouera I","2003","2008",NULL,NULL
"1424","1330","Mitsuoka Ray II","1999","2004",NULL,NULL
"1425","1330","Mitsuoka Ray I","1996","1999",NULL,NULL
"1426","1331","Mitsuoka Ryoga II (B15)","2001","2004",NULL,NULL
"1427","1331","Mitsuoka Ryoga I (P11)","1998","2001",NULL,NULL
"1428","1332","Mitsuoka Viewt III (K13)","2012",NULL,NULL,NULL
"1429","1332","Mitsuoka Viewt II (K12)","2005","2012",NULL,NULL
"1430","1332","Mitsuoka Viewt I (K11)","1995","2003",NULL,NULL
"1431","1343","Morgan Plus 8 II","2012",NULL,NULL,NULL
"1432","1343","Morgan Plus 8 I","1968","2000",NULL,NULL
"1434","1348","Nissan 200SX II (S14)","1993","2000",NULL,NULL
"1435","1348","Nissan 200SX I (S13)","1988","1993",NULL,NULL
"1436","1351","Nissan 300ZX II (Z32)","1990","1995",NULL,NULL
"1437","1351","Nissan 300ZX I (Z31)","1984","1990",NULL,NULL
"1439","1354","Nissan AD III","2006",NULL,NULL,NULL
"1440","1354","Nissan AD II","1992","2006",NULL,NULL
"1441","1354","Nissan AD I","1990","1996",NULL,NULL
"1442","1356","Nissan Almera III (G11)","2012",NULL,NULL,NULL
"1443","1356","Nissan Almera II (N16)","2000","2006",NULL,NULL
"1444","1356","Nissan Almera I (N15)","1995","2000",NULL,NULL
"1445","1358","Nissan Altima V","2012",NULL,NULL,NULL
"1446","1358","Nissan Altima IV","2007","2012",NULL,NULL
"1447","1358","Nissan Altima III","2002","2006",NULL,NULL
"1448","1358","Nissan Altima II","1998","2002",NULL,NULL
"1449","1358","Nissan Altima I","1993","1997",NULL,NULL
"1450","1360","Nissan Avenir II (W11)","1998","2005",NULL,NULL
"1451","1360","Nissan Avenir I (W10)","1990","1998",NULL,NULL
"1452","1363","Nissan Bluebird Sylphy II (G11)","2005","2012",NULL,NULL
"1453","1363","Nissan Bluebird Sylphy I (G10)","2000","2005",NULL,NULL
"1454","1364","Nissan Bluebird XI (U14)","1996","2001",NULL,NULL
"1455","1364","Nissan Bluebird X (U13)","1991","1997",NULL,NULL
"1456","1364","Nissan Bluebird IX (U12)","1987","1991",NULL,NULL
"1457","1364","Nissan Bluebird VIII (T12, T72)","1985","1991",NULL,NULL
"1458","1364","Nissan Bluebird VII (U11)","1983","1990",NULL,NULL
"1459","1364","Nissan Bluebird VI (910)","1979","1986",NULL,NULL
"1460","1364","Nissan Bluebird IV (610)","1971","1976",NULL,NULL
"1461","1365","Nissan Cedric X (Y34)","1999","2004",NULL,NULL
"1462","1365","Nissan Cedric IX (Y33)","1995","1999",NULL,NULL
"1463","1365","Nissan Cedric VIII (Y32)","1991","1995",NULL,NULL
"1464","1365","Nissan Cedric VII (Y31)","1987","2009",NULL,NULL
"1465","1365","Nissan Cedric VI (Y30)","1983","1987",NULL,NULL
"1466","1365","Nissan Cedric V (430)","1979","1983",NULL,NULL
"1467","1365","Nissan Cedric IV (330)","1976","1979",NULL,NULL
"1468","1366","Nissan Cefiro III (A33)","1998","2003",NULL,NULL
"1469","1366","Nissan Cefiro II (A32)","1994","2000",NULL,NULL
"1470","1366","Nissan Cefiro I (A31)","1988","1994",NULL,NULL
"1471","1367","Nissan Cherry IV (N12)","1982","1986",NULL,NULL
"1472","1367","Nissan Cherry III (N10)","1978","1983",NULL,NULL
